,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
0,2021-12-27,1D0,14,64,3241,11.0,26.55,27.0,0.0,53.5,57.5,53.5,1
1,2022-01-04,1D0,11,10_38,4218,11.0,26.85,26.5,0.0,55.5,59.5,55.5,2
2,2022-01-04,1D0,12,19_46,3672,11.0,27.45,26.549999999999997,0.0,54.5,58.5,54.5,2
3,2022-01-04,1D0,19,21_24,4141,11.0,27.5,26.8,0.0,55.5,59.5,55.5,2
4,2022-01-09,1D0,7,12_82,4536,10.0,25.45,25.3,0.0,57.5,61.5,57.5,2
5,2022-01-09,1D0,11,12_13,4316,11.0,26.85,26.5,0.0,55.5,59.5,55.5,2
6,2022-01-09,1D0,12,90_97,4243,11.0,27.45,26.549999999999997,0.0,55.5,59.5,55.5,2
7,2022-01-09,1D0,14,72_54,4184,11.0,26.55,27.0,0.0,55.5,59.5,55.5,2
8,2022-01-14,1D0,2,68,4862,10.0,23.45,24.0,0.0,57.5,61.5,57.5,1
9,2022-01-14,1D0,9,49_70,4548,10.5,25.95,25.299999999999997,0.0,57.5,61.5,57.5,2
10,2022-01-14,1D0,12,45,4371,11.0,27.45,26.549999999999997,0.0,55.5,59.5,55.5,1
11,2022-01-14,1D0,16,76_89,4023,11.0,26.25,26.45,0.0,55.5,59.5,55.5,2
12,2022-01-17,1D0,13,23_121,4377,11.0,27.0,26.7,0.5,55.5,59.5,57.5,2
13,2022-01-17,1D0,15,1_111,4270,11.0,26.0,26.65,0.5,55.5,59.5,57.5,2
14,2022-01-29,1D0,1,3_104,4820,10.0,23.35,23.700000000000003,0.0,57.5,61.5,57.5,2
15,2022-01-29,1D0,4,102_106,5086,10.0,24.85,24.6,0.0,59.5,63.5,59.5,2
16,2022-01-29,1D0,5,47,4982,10.0,25.3,24.7,0.0,57.5,61.5,57.5,1
17,2022-01-29,1D0,13,88,4539,11.0,27.0,26.7,0.0,57.5,61.5,57.5,1
18,2022-02-03,1D0,1,42_102,4926,10.0,23.35,23.700000000000003,0.0,57.5,61.5,57.5,2
19,2022-02-03,1D0,3,25_36_39,5182,10.0,24.05,24.6,0.0,59.5,63.5,59.5,3
20,2022-02-03,1D0,8,12,4480,10.0,25.1,24.7,0.0,57.5,61.5,57.5,1
21,2022-02-03,1D0,18,95_96,4427,11.0,26.7,26.85,0.0,57.5,61.5,57.5,2
22,2022-02-03,1D0,19,36_39_89,4202,11.0,27.5,26.8,0.0,55.5,59.5,55.5,3
23,2022-02-10,1D0,1,81,5039,10.0,23.35,23.700000000000003,0.0,59.5,63.5,59.5,1
24,2022-02-10,1D0,6,14_117,5104,10.0,25.1,25.3,0.0,59.5,63.5,59.5,2
25,2022-02-10,1D0,9,24_51,5041,10.5,25.95,25.299999999999997,0.0,59.5,63.5,59.5,2
26,2022-02-11,1D0,5,45_120,5231,10.0,25.3,24.7,0.0,59.5,63.5,59.5,2
27,2022-02-17,1D0,1,94,5174,10.0,23.35,23.700000000000003,0.0,59.5,63.5,59.5,1
28,2022-02-17,1D0,10,96_49,5098,11.0,26.85,26.4,0.0,59.5,63.5,59.5,2
29,2022-02-17,1D0,11,15_109,5037,11.0,26.85,26.5,0.0,59.5,63.5,59.5,2
30,2022-02-17,1D0,12,7_100,4986,11.0,27.45,26.549999999999997,0.0,57.5,61.5,57.5,2
31,2022-02-17,1D0,14,46_87,4859,11.0,26.55,27.0,0.0,57.5,61.5,57.5,2
32,2022-02-27,1D0,4,36_113,5562,10.0,24.85,24.6,0.0,61.5,65.5,61.5,2
33,2022-02-27,1D0,12,41_89,5158,11.0,27.45,26.549999999999997,0.0,59.5,63.5,59.5,2
34,2022-03-07,1D0,12,17_47,5289,11.0,27.45,26.549999999999997,0.0,59.5,63.5,59.5,2
35,2022-03-07,1D0,18,58_99,5027,11.0,26.7,26.85,0.0,59.5,63.5,59.5,2
36,2022-03-10,1D0,2,6_94,5930,10.0,23.45,24.0,0.0,61.5,65.5,61.5,2
37,2022-03-10,1D0,6,2_100,5609,10.0,25.1,25.3,0.5,61.5,65.5,63.5,2
38,2022-03-21,1D0,16,53_74,5290,11.0,26.25,26.45,0.0,59.5,63.5,59.5,2
39,2022-03-21,1D0,17,34_36,5299,11.0,26.5,26.9,0.0,59.5,63.5,59.5,2
40,2022-03-23,1D0,1,21_68,5731,10.0,23.35,23.700000000000003,0.0,61.5,65.5,61.5,2
41,2022-03-23,1D0,13,15_86,5599,11.0,27.0,26.7,0.0,61.5,65.5,61.5,2
42,2022-03-26,1D0,2,37_117,6251,10.0,23.45,24.0,0.0,63.5,67.5,63.5,2
43,2022-03-28,1D0,8,50,5420,10.0,25.1,24.7,0.0,59.5,63.5,59.5,1
44,2022-03-31,1D0,1,49_50_104,5894,10.0,23.35,23.700000000000003,0.0,61.5,65.5,61.5,3
45,2022-04-03,1D0,1,15_30,5921,10.0,23.35,23.700000000000003,0.0,61.5,65.5,61.5,2
46,2022-04-07,1D0,8,48,5544,10.0,25.1,24.7,0.0,61.5,65.5,61.5,1
47,2022-04-09,1D0,9,24_25,6189,10.5,25.95,25.299999999999997,0.0,63.5,67.5,63.5,2
48,2022-04-11,1D0,5,79_80,6364,10.0,25.3,24.7,0.0,63.5,67.5,63.5,2
49,2022-04-11,1D0,17,45_89,5687,11.0,26.5,26.9,0.0,61.5,65.5,61.5,2
50,2022-04-14,1D0,17,76_78,5713,11.0,26.5,26.9,0.0,61.5,65.5,61.5,2
51,2022-04-16,1D0,1,77_113,6110,10.0,23.35,23.700000000000003,0.0,63.5,67.5,63.5,2
52,2022-04-18,1D0,2,4_32_81,6622,10.0,23.45,24.0,0.0,65.5,69.5,65.5,3
53,2022-04-18,1D0,12,98_113_121,6060,11.0,27.45,26.549999999999997,0.3333333333333333,63.5,67.5,64.83333333333334,3
54,2022-04-22,1D0,13,72_77_100,6097,11.0,27.0,26.7,0.0,63.5,67.5,63.5,3
55,2022-04-24,1D0,6,22_25_113,6440,10.0,25.1,25.3,0.0,63.5,67.5,63.5,3
56,2022-04-26,1D0,7,110_111_120,6594,10.0,25.45,25.3,0.0,65.5,69.5,65.5,3
57,2022-04-29,1D0,2,98_102_114,6784,10.0,23.45,24.0,0.0,65.5,69.5,65.5,3
58,2022-04-29,1D0,17,110,5938,11.0,26.5,26.9,0.0,61.5,65.5,61.5,1
59,2022-05-02,1D0,10,89_94_109,6448,11.0,26.85,26.4,0.0,63.5,67.5,63.5,3
60,2022-05-06,1D0,17,12_87,6075,11.0,26.5,26.9,0.0,63.5,67.5,63.5,2
61,2022-05-09,1D0,15,19_39_47,6306,11.0,26.0,26.65,0.0,63.5,67.5,63.5,3
62,2022-05-11,1D0,12,5_25_46_48,6435,11.0,27.45,26.549999999999997,0.0,63.5,67.5,63.5,4
63,2022-05-13,1D0,1,60_78_103,6575,10.0,23.35,23.700000000000003,0.3333333333333333,65.5,69.5,66.83333333333334,3
