,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
0,2021-12-27,1B0,5,26_49,5116,11.0,24.950000000000003,24.15,0.0,59.5,63.5,59.5,2
1,2022-01-04,1B0,4,31,4822,11.0,24.950000000000003,25.1,0.0,57.5,61.5,57.5,1
2,2022-01-04,1B0,7,59_89_109,5011,11.0,25.05,24.85,0.0,59.5,63.5,59.5,3
3,2022-01-04,1B0,11,32_81,5226,11.0,28.25,25.9,0.0,59.5,63.5,59.5,2
4,2022-01-04,1B0,12,47_87_110,5129,11.0,27.299999999999997,26.45,0.0,59.5,63.5,59.5,3
5,2022-01-09,1B0,1,84_85_87,5599,11.0,23.75,23.799999999999997,0.0,61.5,65.5,61.5,3
6,2022-01-09,1B0,5,24_96_102,5394,11.0,24.950000000000003,24.15,0.0,59.5,63.5,59.5,3
7,2022-01-09,1B0,6,79_110,5284,11.0,24.950000000000003,24.450000000000003,0.0,59.5,63.5,59.5,2
8,2022-01-09,1B0,18,47_50_120,5007,11.0,26.25,27.2,0.0,59.5,63.5,59.5,3
9,2022-01-14,1B0,2,38_116,4179,11.0,23.85,22.75,0.0,55.5,59.5,55.5,2
10,2022-01-14,1B0,9,72,5235,10.0,27.0,26.4,0.0,59.5,63.5,59.5,1
11,2022-01-17,1B0,3,56_98_102,5848,11.0,24.15,24.4,0.0,61.5,65.5,61.5,3
12,2022-01-17,1B0,17,42_47,5334,11.0,28.25,27.0,0.0,59.5,63.5,59.5,2
13,2022-01-25,1B0,3,34_77_85,6000,11.0,24.15,24.4,0.0,61.5,65.5,61.5,3
14,2022-01-25,1B0,10,23_28_36,5628,11.0,27.85,25.9,0.0,61.5,65.5,61.5,3
15,2022-01-29,1B0,1,23_26_120,5994,11.0,23.75,23.799999999999997,0.0,61.5,65.5,61.5,3
16,2022-01-29,1B0,11,7_45_46,5722,11.0,28.25,25.9,0.0,61.5,65.5,61.5,3
17,2022-02-03,1B0,8,100_113_117,5940,10.0,26.45,25.75,0.0,61.5,65.5,61.5,3
18,2022-02-03,1B0,13,26_58_106,6742,11.0,27.7,26.4,0.0,65.5,69.5,65.5,3
19,2022-02-03,1B0,14,60_109,5620,11.0,26.95,26.4,0.5,61.5,65.5,63.5,2
20,2022-02-03,1B0,16,55_21_62,5654,11.0,28.9,26.700000000000003,0.3333333333333333,61.5,65.5,62.83333333333334,3
21,2022-02-10,1B0,5,45_85,5983,11.0,24.950000000000003,24.15,0.0,61.5,65.5,61.5,2
22,2022-02-17,1B0,3,70_110,6421,11.0,24.15,24.4,0.0,63.5,67.5,63.5,2
23,2022-02-19,1B0,1,98_102_105,6435,11.0,23.75,23.799999999999997,0.0,63.5,67.5,63.5,3
24,2022-02-19,1B0,2,51,4919,11.0,23.85,22.75,0.0,57.5,61.5,57.5,1
25,2022-02-19,1B0,12,64_77_79,6050,11.0,27.299999999999997,26.45,0.0,63.5,67.5,63.5,3
26,2022-02-27,1B0,3,64_68_118,6615,11.0,24.15,24.4,0.0,65.5,69.5,65.5,3
27,2022-02-27,1B0,5,85_88_108,6171,11.0,24.950000000000003,24.15,0.0,63.5,67.5,63.5,3
28,2022-02-27,1B0,7,50_81_100,6042,11.0,25.05,24.85,0.0,63.5,67.5,63.5,3
29,2022-02-27,1B0,8,12_56_111,6344,10.0,26.45,25.75,0.0,63.5,67.5,63.5,3
30,2022-03-04,1B0,1,10_21,6641,11.0,23.75,23.799999999999997,0.0,65.5,69.5,65.5,2
31,2022-03-04,1B0,4,84,5959,11.0,24.950000000000003,25.1,0.0,61.5,65.5,61.5,1
32,2022-03-04,1B0,6,10_30_89_105,6411,11.0,24.950000000000003,24.450000000000003,0.0,63.5,67.5,63.5,4
33,2022-03-04,1B0,11,36_48_86,6403,11.0,28.25,25.9,0.0,63.5,67.5,63.5,3
34,2022-03-04,1B0,18,2_13_52,6076,11.0,26.25,27.2,0.3333333333333333,63.5,67.5,64.83333333333334,3
35,2022-03-10,1B0,3,111 _114,6811,11.0,24.15,24.4,0.0,65.5,69.5,65.5,2
36,2022-03-10,1B0,4,65,6045,11.0,24.950000000000003,25.1,0.0,63.5,67.5,63.5,1
37,2022-03-10,1B0,15,16_54_76,6323,11.0,26.549999999999997,26.8,0.0,63.5,67.5,63.5,3
38,2022-03-10,1B0,17,13_45_100,6353,11.0,28.25,27.0,0.0,63.5,67.5,63.5,3
39,2022-03-15,1B0,4,77_78,6148,11.0,24.950000000000003,25.1,0.0,63.5,67.5,63.5,2
40,2022-03-15,1B0,13,10_49_83,6557,11.0,27.7,26.4,0.0,65.5,69.5,65.5,3
41,2022-03-21,1B0,4,21,6222,11.0,24.950000000000003,25.1,0.0,63.5,67.5,63.5,1
42,2022-03-21,1B0,5,34_63_95,6573,11.0,24.950000000000003,24.15,0.3333333333333333,65.5,69.5,66.83333333333334,3
43,2022-03-21,1B0,11,12_52_67,6758,11.0,28.25,25.9,0.0,65.5,69.5,65.5,3
44,2022-03-23,1B0,3,19_66_83_101,7021,11.0,24.15,24.4,0.0,70.5,74.5,70.5,4
45,2022-03-23,1B0,14,28_78_93,6612,11.0,26.95,26.4,0.0,65.5,69.5,65.5,3
46,2022-03-26,1B0,1,57_74,7085,11.0,23.75,23.799999999999997,0.0,70.5,74.5,70.5,2
47,2022-03-26,1B0,11,56_109_106,6842,11.0,28.25,25.9,0.0,65.5,69.5,65.5,3
48,2022-03-26,1B0,12,54_17,6771,11.0,27.299999999999997,26.45,0.0,65.5,69.5,65.5,2
49,2022-03-26,1B0,16,27_108_109,6661,11.0,28.9,26.700000000000003,0.0,65.5,69.5,65.5,3
50,2022-03-28,1B0,2,63_93,5727,11.0,23.85,22.75,0.5,61.5,65.5,63.5,2
51,2022-03-28,1B0,18,34_78_90,6581,11.0,26.25,27.2,0.0,65.5,69.5,65.5,3
52,2022-04-01,1B0,1,7_36_51,7203,11.0,23.75,23.799999999999997,0.0,70.5,74.5,70.5,3
53,2022-04-01,1B0,4,12_28,6445,11.0,24.950000000000003,25.1,0.0,63.5,67.5,63.5,2
54,2022-04-03,1B0,5,72_113,6824,11.0,24.950000000000003,24.15,0.0,65.5,69.5,65.5,2
55,2022-04-03,1B0,7,40_52_115,6782,11.0,25.05,24.85,0.0,65.5,69.5,65.5,3
56,2022-04-07,1B0,8,19_15_115,7096,10.0,26.45,25.75,0.0,70.5,74.5,70.5,3
57,2022-04-07,1B0,15,14_38_56,6889,11.0,26.549999999999997,26.8,0.0,65.5,69.5,65.5,3
58,2022-04-09,1B0,11,13_114_115,7069,11.0,28.25,25.9,0.0,70.5,74.5,70.5,3
59,2022-04-09,1B0,14,40_75_110,6897,11.0,26.95,26.4,0.0,65.5,69.5,65.5,3
60,2022-04-11,1B0,3,60_79_98,7393,11.0,24.15,24.4,0.3333333333333333,70.5,74.5,71.83333333333334,3
