,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
0,2022-01-17,2C0,3,33_51_86,3651,11.0,24.0,24.35,0.0,54.5,58.5,54.5,3
1,2022-02-03,2C0,12,27_34_35_41,3823,10.0,25.15,25.25,0.0,55.0,59.0,55.0,4
2,2022-02-19,2C0,1,83,4293,11.0,23.9,24.950000000000003,0.0,55.5,59.5,55.5,1
3,2022-03-04,2C0,1,44_121,4514,11.0,23.9,24.950000000000003,0.5,57.5,61.5,59.5,2
4,2022-03-15,2C0,8,37_49_96_100,4622,11.0,24.5,24.549999999999997,0.0,57.5,61.5,57.5,4
5,2022-03-21,2C0,11,19_35_117,4624,10.0,25.05,25.049999999999997,0.0,57.5,61.5,57.5,3
6,2022-03-23,2C0,19,58_73_80,4489,10.0,23.6,24.5,0.0,57.5,61.5,57.5,3
7,2022-04-01,2C0,5,86_87,5000,11.0,24.049999999999997,24.55,0.0,57.5,61.5,57.5,2
8,2022-04-03,2C0,2,26_52_67,4212,11.0,23.95,24.35,0.0,55.5,59.5,55.5,3
9,2022-04-03,2C0,16,65_105,4776,10.0,24.85,24.75,0.0,57.5,61.5,57.5,2
10,2022-04-07,2C0,1,2_19,5117,11.0,23.9,24.950000000000003,0.5,59.5,63.5,61.5,2
11,2022-04-22,2C0,1,14_94,5378,11.0,23.9,24.950000000000003,0.0,59.5,63.5,59.5,2
12,2022-04-22,2C0,6,46_47_108,5192,11.0,24.25,24.6,0.0,59.5,63.5,59.5,3
13,2022-04-29,2C0,8,51_89_96,5391,11.0,24.5,24.549999999999997,0.0,59.5,63.5,59.5,3
14,2022-04-29,2C0,17,58_65_119,5244,10.0,24.95,24.7,0.0,59.5,63.5,59.5,3
15,2022-05-04,2C0,1,70_93,5607,11.0,23.9,24.950000000000003,0.0,61.5,65.5,61.5,2
16,2022-05-06,2C0,11,17_45_48,5450,10.0,25.05,25.049999999999997,0.0,59.5,63.5,59.5,3
17,2022-05-13,2C0,5,18_89,5772,11.0,24.049999999999997,24.55,0.0,61.5,65.5,61.5,2
18,2022-05-15,2C0,16,63,5527,10.0,24.85,24.75,1.0,61.5,65.5,65.5,1
19,2022-05-15,2C0,17,121,5551,10.0,24.95,24.7,1.0,61.5,65.5,65.5,1
20,2022-05-18,2C0,8,36_77,5764,11.0,24.5,24.549999999999997,0.0,61.5,65.5,61.5,2
21,2022-05-24,2C0,8,39_47_104,5878,11.0,24.5,24.549999999999997,0.0,61.5,65.5,61.5,3
22,2022-05-28,2C0,1,6_24_59,6072,11.0,23.9,24.950000000000003,0.0,63.5,67.5,63.5,3
23,2022-05-28,2C0,13,57_59_77,5896,10.0,25.2,24.9,0.0,61.5,65.5,61.5,3
24,2022-05-31,2C0,6,48_75_106,5977,11.0,24.25,24.6,0.0,61.5,65.5,61.5,3
25,2022-06-01,2C0,10,11_38_83,6113,10.5,25.0,24.95,0.0,63.5,67.5,63.5,3
26,2022-06-07,2C0,12,28_42_87,6094,10.0,25.15,25.25,0.0,63.5,67.5,63.5,3
27,2022-06-11,2C0,2,25_27_69_108,5531,11.0,23.95,24.35,0.0,61.5,65.5,61.5,4
28,2022-06-11,2C0,14,10_44_58,6192,10.0,25.1,24.7,0.0,63.5,67.5,63.5,3
29,2022-06-17,2C0,1,11_23_42,6438,11.0,23.9,24.950000000000003,0.0,63.5,67.5,63.5,3
30,2022-06-17,2C0,19,46_66_83,6033,10.0,23.6,24.5,0.0,63.5,67.5,63.5,3
31,2022-06-18,2C0,12,24_90_99,6294,10.0,25.15,25.25,0.0,63.5,67.5,63.5,3
