,date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,water_volumn,Temperature_A,Temperature_B,lamp_special_rartio,power(other),power(lamp_1_2_60_61_62_63_121_122),power_count,anomaly_total_number
0,2022-02-17,2E0,4,13_72_75,3421,11.0,23.3,23.65,0.0,54.0,58.0,54.0,3
1,2022-03-04,2E0,9,8_76_104,3391,11.0,23.799999999999997,23.55,0.0,53.5,57.5,53.5,3
2,2022-03-15,2E0,5,13_72,3784,11.0,23.5,23.55,0.0,54.5,58.5,54.5,2
3,2022-03-15,2E0,8,13_54_58,3632,11.0,23.65,23.75,0.0,54.5,58.5,54.5,3
4,2022-03-21,2E0,10,13_27_28,3660,11.0,24.0,23.450000000000003,0.0,54.5,58.5,54.5,3
5,2022-03-28,2E0,5,92_113,3919,11.0,23.5,23.55,0.0,55.0,59.0,55.0,2
6,2022-03-31,2E0,4,57_77_110_112,3970,11.0,23.3,23.65,0.0,55.0,59.0,55.0,4
7,2022-04-07,2E0,7,13_70_73_92,3961,11.0,23.9,23.799999999999997,0.0,55.0,59.0,55.0,4
8,2022-04-07,2E0,11,6_13_41,3459,11.0,24.3,23.200000000000003,0.0,54.0,58.0,54.0,3
9,2022-04-29,2E0,12,13_33_34_35_36,3358,11.0,24.35,23.3,0.0,53.5,57.5,53.5,5
10,2022-05-04,2E0,13,13_81_85,3790,11.0,24.25,23.55,0.0,54.5,58.5,54.5,3
11,2022-05-09,2E0,5,37_39_41,4566,11.0,23.5,23.55,0.0,57.5,61.5,57.5,3
12,2022-05-09,2E0,14,13_91_93,3850,11.0,24.200000000000003,24.05,0.0,55.0,59.0,55.0,3
13,2022-05-11,2E0,6,13_17_28,4628,11.0,23.549999999999997,23.6,0.0,57.5,61.5,57.5,3
14,2022-05-19,2E0,1,13_50,5076,11.0,21.950000000000003,23.549999999999997,0.0,59.5,63.5,59.5,2
15,2022-05-19,2E0,2,13_68,5060,11.0,22.4,23.1,0.0,59.5,63.5,59.5,2
16,2022-05-20,2E0,9,68_74,4569,11.0,23.799999999999997,23.55,0.0,57.5,61.5,57.5,2
17,2022-05-28,2E0,7,6_11,4818,11.0,23.9,23.799999999999997,0.0,57.5,61.5,57.5,2
18,2022-06-14,2E0,1,68_92,5518,11.0,21.950000000000003,23.549999999999997,0.0,61.5,65.5,61.5,2
19,2022-06-14,2E0,7,113,5112,11.0,23.9,23.799999999999997,0.0,59.5,63.5,59.5,1
20,2022-06-27,2E0,9,116,5176,11.0,23.799999999999997,23.55,0.0,59.5,63.5,59.5,1
21,2022-06-28,2E0,8,56_59,5276,11.0,23.65,23.75,0.0,59.5,63.5,59.5,2
