date,oven_id,layer_id,accumulation_hour
2021-12-27,1.0,1,4138
2022-02-27,1.0,1,5118
2022-03-31,1.0,1,5779
2022-04-18,1.0,1,6045
2022-05-04,1.0,1,6320
2022-05-11,1.0,1,6455
2022-05-20,1.0,1,6600
2022-05-21,1.0,1,6600
2022-05-26,1.0,1,6685
2022-05-29,1.0,1,6729
2022-06-02,1.0,1,6798
2022-06-10,1.0,1,6935
2022-06-18,1.0,1,7065
2022-06-25,1.0,1,7193
2022-06-30,1.0,1,7223
2022-07-30,1.0,1,7524
2022-08-10,1.0,1,7651
2022-08-15,1.0,1,7656
2022-08-30,1.0,1,7713
2022-09-01,1.0,1,7717
2022-01-17,1.0,2,4378
2022-03-23,1.0,2,5673
2022-03-31,1.0,2,5827
2022-05-04,1.0,2,6399
2022-05-11,1.0,2,6514
2022-06-02,1.0,2,6928
2022-06-04,1.0,2,6950
2022-06-25,1.0,2,7338
2022-06-30,1.0,2,7366
2022-07-30,1.0,2,7653
2022-08-13,1.0,2,7715
2022-08-15,1.0,2,7766
2022-09-01,1.0,2,7844
2022-04-11,1.0,3,5900
2022-05-04,1.0,3,6279
2022-05-29,1.0,3,6736
2022-05-30,1.0,3,6755
2022-06-02,1.0,3,6815
2022-06-07,1.0,3,6857
2022-06-30,1.0,3,7233
2022-07-07,1.0,3,7288
2022-07-19,1.0,3,7409
2022-07-30,1.0,3,7517
2022-08-15,1.0,3,7660
2022-09-01,1.0,3,7743
2022-01-25,1.0,4,4342
2022-02-27,1.0,4,4899
2022-04-16,1.0,4,5754
2022-05-04,1.0,4,6070
2022-06-02,1.0,4,6599
2022-06-20,1.0,4,6919
2022-06-30,1.0,4,7064
2022-07-30,1.0,4,7364
2022-08-15,1.0,4,7504
2022-09-01,1.0,4,7580
2022-04-20,1.0,5,5997
2022-05-04,1.0,5,6232
2022-05-29,1.0,5,6673
2022-06-02,1.0,5,6749
2022-06-07,1.0,5,6794
2022-06-30,1.0,5,7182
2022-07-08,1.0,5,7273
2022-07-30,1.0,5,7479
2022-08-15,1.0,5,7614
2022-09-01,1.0,5,7689
2022-03-28,1.0,6,5454
2022-04-16,1.0,6,5750
2022-05-04,1.0,6,6064
2022-05-13,1.0,6,6212
