date,oven_id,layer_id,accumulation_hour
2022-01-04,1C0,1,4878
2022-01-25,1C0,1,5279
2022-01-29,1C0,1,5312
2022-02-03,1C0,1,5414
2022-02-10,1C0,1,5497
2022-02-17,1C0,1,5520
2022-02-27,1C0,1,5601
2022-03-15,1C0,1,6532
2022-03-23,1C0,1,6052
2022-03-26,1C0,1,6054
2022-03-31,1C0,1,6157
2022-04-03,1C0,1,6194
2022-04-18,1C0,1,6432
2022-04-20,1C0,1,6467
2022-04-22,1C0,1,6479
2022-05-02,1C0,1,6633
2022-05-04,1C0,1,6661
2022-05-06,1C0,1,6691
2022-05-16,1C0,1,6868
2022-05-19,1C0,1,6916
2022-05-21,1C0,1,6951
2022-05-25,1C0,1,7015
2022-05-28,1C0,1,7079
2022-06-02,1C0,1,7180
2022-06-06,1C0,1,7247
2022-06-07,1C0,1,7267
2022-06-17,1C0,1,7440
2022-06-20,1C0,1,7484
2022-06-27,1C0,1,7595
2022-06-30,1C0,1,7628
2022-07-05,1C0,1,7670
2022-07-07,1C0,1,8606
2022-07-18,1C0,1,7053
2022-07-30,1C0,1,7936
2022-08-06,1C0,1,7938
2022-08-15,1C0,1,8050
2022-08-19,1C0,1,8054
2022-09-01,1C0,1,8185
2022-01-17,1C0,2,5420
2022-02-03,1C0,2,5758
2022-02-10,1C0,2,5861
2022-03-15,1C0,2,5891
2022-04-20,1C0,2,7184
2022-04-24,1C0,2,7253
2022-04-28,1C0,2,7317
2022-05-04,1C0,2,7432
2022-05-09,1C0,2,7506
2022-05-16,1C0,2,7637
2022-05-26,1C0,2,7815
2022-06-02,1C0,2,7957
2022-06-04,1C0,2,7971
2022-06-11,1C0,2,8123
2022-06-17,1C0,2,8229
2022-06-20,1C0,2,8260
2022-06-23,1C0,2,8295
2022-06-27,1C0,2,8357
2022-06-30,1C0,2,8389
2022-07-04,1C0,2,8406
2022-07-30,1C0,2,262
2022-08-15,1C0,2,413
2022-09-01,1C0,2,556
2021-12-27,1C0,3,4699
2022-01-17,1C0,3,5095
2022-03-28,1C0,3,6850
2022-04-18,1C0,3,6874
2022-05-02,1C0,3,7129
2022-05-04,1C0,3,7158
2022-05-06,1C0,3,7483
2022-05-18,1C0,3,7428
2022-05-23,1C0,3,7504
2022-05-31,1C0,3,7654
2022-06-02,1C0,3,7700
2022-06-14,1C0,3,7911
2022-06-24,1C0,3,8086
2022-06-30,1C0,3,8164
2022-07-30,1C0,3,150
2022-08-15,1C0,3,200
2022-09-01,1C0,3,347
2022-02-03,1C0,4,5685
2022-02-17,1C0,4,5949
2022-03-04,1C0,4,6177
2022-03-07,1C0,4,6214
2022-03-26,1C0,4,6622
2022-04-18,1C0,4,715
2022-05-02,1C0,4,7261
2022-05-04,1C0,4,7288
2022-05-11,1C0,4,7425
2022-05-21,1C0,4,7616
2022-05-25,1C0,4,7690
2022-05-30,1C0,4,7787
2022-06-02,1C0,4,7849
2022-06-06,1C0,4,7899
2022-06-20,1C0,4,8154
2022-06-27,1C0,4,8262
2022-06-30,1C0,4,8294
2022-07-08,1C0,4,8394
2022-07-16,1C0,4,8482
2022-07-30,1C0,4,8576
2022-08-15,1C0,4,8720
2022-09-01,1C0,4,8849
2022-01-14,1C0,5,4973
2022-02-10,1C0,5,5403
2022-03-26,1C0,5,6216
2022-04-16,1C0,5,7178
2022-05-04,1C0,5,7516
2022-05-06,1C0,5,7540
2022-05-13,1C0,5,7639
2022-05-21,1C0,5,7797
2022-05-23,1C0,5,7836
2022-05-31,1C0,5,7983
2022-06-02,1C0,5,8031
2022-06-11,1C0,5,8221
2022-06-16,1C0,5,8302
2022-06-25,1C0,5,8472
2022-06-30,1C0,5,8534
2022-07-07,1C0,5,8611
2022-07-14,1C0,5,8624
2022-07-30,1C0,5,267
2022-08-15,1C0,5,409
2022-09-01,1C0,5,539
2022-01-29,1C0,6,5534
2022-02-17,1C0,6,5815
2022-03-21,1C0,6,6456
2022-03-28,1C0,6,6610
2022-04-11,1C0,6,6828
2022-04-28,1C0,6,7075
2022-05-04,1C0,6,7186
2022-05-06,1C0,6,7236
2022-05-21,1C0,6,7509
2022-05-24,1C0,6,7556
2022-06-02,1C0,6,7739
2022-06-08,1C0,6,7842
2022-06-14,1C0,6,7955
2022-06-25,1C0,6,8149
2022-06-29,1C0,6,8193
2022-06-30,1C0,6,8194
2022-07-04,1C0,6,8204
2022-07-07,1C0,6,8235
2022-07-30,1C0,6,8464
2022-08-06,1C0,6,8483
2022-08-15,1C0,6,8582
2022-08-24,1C0,6,8641
2022-08-31,1C0,6,8698
2022-09-01,1C0,6,8698
2022-02-17,1C0,7,5848
2022-03-07,1C0,7,6198
2022-04-16,1C0,7,6962
2022-05-02,1C0,7,7225
2022-05-04,1C0,7,7252
2022-05-31,1C0,7,7789
2022-06-02,1C0,7,7833
2022-06-10,1C0,7,7983
2022-06-14,1C0,7,8052
2022-06-17,1C0,7,8099
2022-06-30,1C0,7,8312
2022-07-16,1C0,7,8096
2022-07-30,1C0,7,8644
2022-08-15,1C0,7,8782
2022-08-22,1C0,7,8796
2022-09-01,1C0,7,8883
2022-01-29,1C0,8,5380
2022-03-31,1C0,8,6627
2022-04-11,1C0,8,6788
2022-05-02,1C0,8,7107
2022-05-04,1C0,8,7133
2022-05-23,1C0,8,7466
2022-05-25,1C0,8,7499
2022-06-02,1C0,8,7658
2022-06-06,1C0,8,7706
2022-06-16,1C0,8,7887
2022-06-23,1C0,8,8008
2022-06-30,1C0,8,8113
2022-07-14,1C0,8,8255
2022-07-30,1C0,8,150
2022-08-15,1C0,8,174
2022-08-19,1C0,8,181
2022-09-01,1C0,8,283
2022-02-10,1C0,9,5484
2022-03-21,1C0,9,6264
2022-05-04,1C0,9,7080
2022-05-28,1C0,9,7540
2022-05-31,1C0,9,7588
2022-06-02,1C0,9,7610
2022-06-23,1C0,9,8011
2022-06-30,1C0,9,8115
2022-07-07,1C0,9,8181
2022-07-18,1C0,9,7053
2022-07-30,1C0,9,8416
2022-08-06,1C0,9,8444
2022-08-15,1C0,9,8503
2022-08-24,1C0,9,8547
2022-09-01,1C0,9,8602
2022-02-11,1C0,10,5457
2022-04-03,1C0,10,6492
2022-04-28,1C0,10,6885
2022-05-02,1C0,10,6942
2022-05-04,1C0,10,6968
2022-05-09,1C0,10,7009
2022-05-31,1C0,10,7420
2022-06-02,1C0,10,7463
2022-06-20,1C0,10,7786
2022-06-30,1C0,10,7945
2022-07-04,1C0,10,7950
2022-07-16,1C0,10,7980
2022-07-30,1C0,10,8254
2022-08-10,1C0,10,8324
2022-08-15,1C0,10,8382
2022-09-01,1C0,10,8495
2022-01-09,1C0,11,4598
