date,oven_id,layer_id,accumulation_hour
2022-01-29,1D0,1,4820
2022-02-03,1D0,1,4926
2022-02-10,1D0,1,5039
2022-02-17,1D0,1,5174
2022-03-23,1D0,1,5731
2022-03-31,1D0,1,5894
2022-04-03,1D0,1,5921
2022-04-16,1D0,1,6110
2022-05-04,1D0,1,6428
2022-05-13,1D0,1,6575
2022-05-24,1D0,1,6780
2022-05-29,1D0,1,6873
2022-06-02,1D0,1,6953
2022-06-15,1D0,1,7200
2022-06-30,1D0,1,7455
2022-07-04,1D0,1,7472
2022-07-12,1D0,1,7569
2022-07-19,1D0,1,7647
2022-07-30,1D0,1,7765
2022-08-08,1D0,1,7799
2022-08-15,1D0,1,7914
2022-08-24,1D0,1,7959
2022-09-01,1D0,1,8003
2022-01-14,1D0,2,4862
2022-03-10,1D0,2,5930
2022-03-26,1D0,2,6251
2022-04-18,1D0,2,6622
2022-04-29,1D0,2,6784
2022-05-04,1D0,2,6871
2022-05-13,1D0,2,7014
2022-05-17,1D0,2,7095
2022-05-23,1D0,2,7166
2022-05-31,1D0,2,7311
2022-06-02,1D0,2,7350
2022-06-07,1D0,2,7431
2022-06-11,1D0,2,7517
2022-06-30,1D0,2,7828
2022-07-04,1D0,2,7839
2022-07-06,1D0,2,7875
2022-07-18,1D0,2,8010
2022-07-30,1D0,2,8139
2022-08-13,1D0,2,8257
2022-08-15,1D0,2,8295
2022-09-01,1D0,2,8391
2022-02-03,1D0,3,5182
2022-05-04,1D0,3,6901
2022-05-23,1D0,3,7246
2022-06-02,1D0,3,7441
2022-06-18,1D0,3,7743
2022-06-30,1D0,3,7945
2022-07-30,1D0,3,8281
2022-08-06,1D0,3,8283
2022-08-15,1D0,3,8411
2022-09-01,1D0,3,8507
2022-01-29,1D0,4,5086
2022-02-27,1D0,4,5562
2022-05-04,1D0,4,6745
2022-05-25,1D0,4,7131
2022-06-02,1D0,4,7294
2022-06-23,1D0,4,7684
2022-06-30,1D0,4,7786
2022-07-04,1D0,4,7791
2022-07-23,1D0,4,7992
2022-07-30,1D0,4,8092
2022-08-06,1D0,4,8106
2022-08-15,1D0,4,8225
2022-09-01,1D0,4,8324
2022-01-29,1D0,5,4982
2022-02-11,1D0,5,5231
2022-04-11,1D0,5,6364
2022-05-04,1D0,5,6751
2022-05-13,1D0,5,6903
2022-05-29,1D0,5,7201
2022-06-02,1D0,5,7283
2022-06-10,1D0,5,7430
2022-06-15,1D0,5,7515
2022-06-30,1D0,5,7767
2022-07-16,1D0,5,7928
2022-07-30,1D0,5,8084
2022-08-15,1D0,5,8240
2022-08-31,1D0,5,8329
2022-09-01,1D0,5,8329
2022-02-10,1D0,6,5104
2022-03-10,1D0,6,5609
2022-04-24,1D0,6,6440
2022-05-04,1D0,6,6605
2022-05-16,1D0,6,6834
2022-06-01,1D0,6,7139
2022-06-02,1D0,6,7166
2022-06-06,1D0,6,7236
2022-06-13,1D0,6,7386
2022-06-30,1D0,6,7655
2022-07-04,1D0,6,7658
2022-07-30,1D0,6,7963
2022-08-15,1D0,6,8116
2022-08-26,1D0,6,8174
2022-09-01,1D0,6,8210
2022-01-09,1D0,7,4536
2022-04-26,1D0,7,6594
2022-05-04,1D0,7,6746
2022-05-18,1D0,7,7009
2022-06-02,1D0,7,7298
2022-06-30,1D0,7,7799
2022-07-30,1D0,7,8070
2022-08-15,1D0,7,8227
2022-09-01,1D0,7,8325
2022-02-03,1D0,8,4480
2022-03-28,1D0,8,5420
2022-04-07,1D0,8,5544
2022-05-04,1D0,8,6000
2022-06-02,1D0,8,6563
2022-06-21,1D0,8,6915
2022-06-30,1D0,8,7059
2022-07-12,1D0,8,7173
2022-07-30,1D0,8,7372
2022-08-13,1D0,8,7469
2022-08-15,1D0,8,7517
2022-09-01,1D0,8,7614
2022-01-14,1D0,9,4548
2022-02-10,1D0,9,5041
2022-04-09,1D0,9,6189
2022-05-04,1D0,9,6608
2022-06-02,1D0,9,7175
2022-06-30,1D0,9,7686
2022-07-07,1D0,9,7753
2022-07-30,1D0,9,7991
2022-08-03,1D0,9,7989
2022-08-13,1D0,9,8045
2022-08-15,1D0,9,8048
2022-09-01,1D0,9,8147
2022-02-17,1D0,10,5098
2022-05-02,1D0,10,6448
2022-05-04,1D0,10,6475
2022-05-21,1D0,10,6787
2022-06-02,1D0,10,7005
2022-06-30,1D0,10,7508
2022-07-30,1D0,10,7823
2022-08-15,1D0,10,7961
2022-09-01,1D0,10,8048
2022-01-04,1D0,11,4218
2022-01-09,1D0,11,4316
2022-02-17,1D0,11,5037
2022-05-04,1D0,11,6459
2022-05-17,1D0,11,6704
2022-06-02,1D0,11,6999
2022-06-10,1D0,11,7138
2022-06-25,1D0,11,7416
2022-06-28,1D0,11,7452
2022-06-30,1D0,11,7473
2022-07-08,1D0,11,7756
2022-07-30,1D0,11,7783
2022-08-15,1D0,11,7928
2022-09-01,1D0,11,8012
2022-01-04,1D0,12,3672
2022-01-09,1D0,12,4243
2022-01-14,1D0,12,4371
2022-02-17,1D0,12,4986
2022-02-27,1D0,12,5158
2022-03-07,1D0,12,5289
2022-04-18,1D0,12,6060
2022-05-04,1D0,12,6332
2022-05-11,1D0,12,6435
2022-05-28,1D0,12,6741
2022-06-02,1D0,12,6842
2022-06-13,1D0,12,7039
2022-06-25,1D0,12,7239
2022-06-30,1D0,12,7297
2022-07-19,1D0,12,7493
2022-07-30,1D0,12,7604
2022-08-10,1D0,12,8045
2022-08-15,1D0,12,7732
2022-09-01,1D0,12,7829
2022-01-17,1D0,13,4377
2022-01-29,1D0,13,4539
2022-03-23,1D0,13,5599
2022-04-22,1D0,13,6097
2022-05-04,1D0,13,6293
2022-05-31,1D0,13,6792
2022-06-02,1D0,13,6829
2022-06-14,1D0,13,7057
2022-06-24,1D0,13,7233
2022-06-30,1D0,13,7313
2022-07-06,1D0,13,7352
2022-07-30,1D0,13,7601
2022-08-15,1D0,13,7721
2022-09-01,1D0,13,7810
2021-12-27,1D0,14,3241
2022-01-09,1D0,14,4184
2022-02-17,1D0,14,4859
2022-05-04,1D0,14,6278
2022-05-24,1D0,14,6642
2022-06-02,1D0,14,6815
2022-06-20,1D0,14,7128
2022-06-30,1D0,14,7286
2022-07-08,1D0,14,7368
2022-07-14,1D0,14,7398
2022-07-30,1D0,14,7526
2022-08-03,1D0,14,7523
2022-08-15,1D0,14,7669
2022-09-01,1D0,14,7760
2022-01-17,1D0,15,4270
2022-05-04,1D0,15,6208
2022-05-09,1D0,15,6306
2022-05-23,1D0,15,6535
2022-06-02,1D0,15,6730
2022-06-07,1D0,15,6812
2022-06-30,1D0,15,7218
2022-07-18,1D0,15,7389
2022-07-30,1D0,15,7511
2022-08-13,1D0,15,7584
2022-08-15,1D0,15,7631
2022-09-01,1D0,15,7711
2022-01-14,1D0,16,4023
2022-03-21,1D0,16,5290
2022-05-04,1D0,16,6062
2022-05-29,1D0,16,6503
2022-06-02,1D0,16,6583
2022-06-15,1D0,16,6828
2022-06-30,1D0,16,7076
2022-07-05,1D0,16,7108
2022-07-18,1D0,16,7255
2022-07-30,1D0,16,7378
2022-08-15,1D0,16,7524
2022-09-01,1D0,16,7608
2022-03-21,1D0,17,5299
2022-04-11,1D0,17,5687
2022-04-14,1D0,17,5713
2022-04-29,1D0,17,5938
2022-05-04,1D0,17,6021
2022-05-06,1D0,17,6075
2022-05-30,1D0,17,6493
2022-05-31,1D0,17,6493
2022-06-02,1D0,17,6493
2022-06-07,1D0,17,6492
2022-06-25,1D0,17,6832
2022-06-30,1D0,17,6864
2022-07-19,1D0,17,7063
2022-07-30,1D0,17,7127
2022-08-15,1D0,17,7258
2022-09-01,1D0,17,7346
2022-02-03,1D0,18,4427
2022-03-07,1D0,18,5027
2022-05-04,1D0,18,6082
2022-05-23,1D0,18,6415
2022-06-02,1D0,18,6608
2022-06-24,1D0,18,7023
2022-06-30,1D0,18,7097
2022-07-30,1D0,18,7370
2022-08-15,1D0,18,7520
2022-08-22,1D0,18,7531
2022-09-01,1D0,18,7598
2022-01-04,1D0,19,4141
2022-02-03,1D0,19,4202
2022-05-04,1D0,19,5875
2022-06-02,1D0,19,6423
