date,oven_id,layer_id,accumulation_hour
2022-05-04,2G0,1,0
2022-06-02,2G0,1,133
2022-06-30,2G0,1,331
2022-07-30,2G0,1,455
2022-08-15,2G0,1,511
2022-09-01,2G0,1,552
2022-09-28,2G0,1,715
2022-10-31,2G0,1,1019
2022-11-28,2G0,1,1082
2022-12-28,2G0,1,1427
2023-02-06,2G0,1,1940
2022-05-04,2G0,2,0
2022-06-02,2G0,2,0
2022-06-30,2G0,2,0
2022-07-30,2G0,2,0
2022-08-15,2G0,2,0
2022-09-01,2G0,2,100
2022-09-28,2G0,2,108
2022-10-31,2G0,2,108
2022-11-28,2G0,2,133
2022-12-28,2G0,2,469
2023-02-06,2G0,2,970
2022-05-04,2G0,3,0
2022-06-02,2G0,3,0
2022-06-30,2G0,3,0
2022-07-30,2G0,3,0
2022-08-15,2G0,3,0
2022-09-01,2G0,3,96
2022-09-28,2G0,3,202
2022-10-31,2G0,3,490
2022-11-28,2G0,3,543
2022-12-28,2G0,3,869
2023-02-06,2G0,3,1357
2022-05-04,2G0,4,1806
2022-06-02,2G0,4,1969
2022-06-30,2G0,4,2260
2022-07-30,2G0,4,2378
2022-08-15,2G0,4,2427
2022-09-01,2G0,4,2468
2022-09-28,2G0,4,2595
2022-10-31,2G0,4,2887
2022-11-28,2G0,4,2941
2022-12-28,2G0,4,3268
2023-02-06,2G0,4,3464
2022-05-04,2G0,5,1659
2022-06-02,2G0,5,196
2022-06-30,2G0,5,477
2022-07-30,2G0,5,580
2022-08-15,2G0,5,628
2022-09-01,2G0,5,670
2022-09-28,2G0,5,807
2022-10-31,2G0,5,1091
2022-11-28,2G0,5,1140
2022-12-28,2G0,5,1463
2023-02-06,2G0,5,1943
2022-05-04,2G0,6,1291
2022-06-02,2G0,6,1429
2022-06-30,2G0,6,1706
2022-07-30,2G0,6,1806
2022-08-15,2G0,6,1855
2022-09-01,2G0,6,1894
2022-09-28,2G0,6,2020
2022-10-31,2G0,6,2288
2022-11-28,2G0,6,2328
2022-12-28,2G0,6,2650
2023-02-06,2G0,6,3116
2022-05-04,2G0,7,1389
2022-06-02,2G0,7,1519
2022-06-30,2G0,7,1782
2022-07-30,2G0,7,1880
2022-08-15,2G0,7,1923
2022-09-01,2G0,7,1959
2022-09-28,2G0,7,2078
2022-10-31,2G0,7,2351
2022-11-28,2G0,7,2384
2022-12-28,2G0,7,2693
2023-02-06,2G0,7,3152
2022-04-18,2G0,8,4140
2022-05-04,2G0,8,1072
2022-06-02,2G0,8,1163
2022-06-30,2G0,8,1163
2022-07-30,2G0,8,1189
2022-08-15,2G0,8,1232
2022-09-01,2G0,8,1268
2022-09-28,2G0,8,1373
2022-10-31,2G0,8,1623
2022-11-28,2G0,8,1637
2022-12-28,2G0,8,1933
2023-02-06,2G0,8,2383
2022-05-04,2G0,9,1111
2022-06-02,2G0,9,1236
2022-06-30,2G0,9,1500
2022-07-30,2G0,9,1596
2022-08-15,2G0,9,1636
2022-09-01,2G0,9,1669
2022-09-28,2G0,9,1769
2022-10-31,2G0,9,2021
2022-11-28,2G0,9,2056
2022-12-28,2G0,9,2360
2023-02-06,2G0,9,2783
2022-04-22,2G0,10,4123
2022-05-04,2G0,10,1095
2022-06-02,2G0,10,1213
2022-06-30,2G0,10,1467
2022-07-30,2G0,10,1559
2022-08-15,2G0,10,1600
2022-09-01,2G0,10,1630
2022-09-28,2G0,10,1724
2022-10-31,2G0,10,1957
2022-11-28,2G0,10,1991
2022-12-28,2G0,10,2277
2023-02-06,2G0,10,2697
2022-05-04,2G0,11,1004
2022-06-02,2G0,11,1114
2022-06-30,2G0,11,1365
2022-07-30,2G0,11,1459
2022-08-15,2G0,11,1495
2022-09-01,2G0,11,1524
2022-09-28,2G0,11,1603
2022-10-31,2G0,11,1820
2022-11-28,2G0,11,1851
2022-12-28,2G0,11,2114
2023-02-06,2G0,11,2521
2022-05-04,2G0,12,879
2022-06-02,2G0,12,992
2022-06-30,2G0,12,1227
2022-07-30,2G0,12,1314
2022-08-15,2G0,12,1354
2022-09-01,2G0,12,1383
2022-09-28,2G0,12,1451
2022-10-31,2G0,12,1655
2022-11-28,2G0,12,1676
2022-12-28,2G0,12,1676
2023-02-06,2G0,12,1676
2022-05-04,2G0,13,752
2022-06-02,2G0,13,863
2022-06-30,2G0,13,1082
2022-07-30,2G0,13,1157
2022-08-15,2G0,13,1193
2022-09-01,2G0,13,1218
2022-09-28,2G0,13,1280
2022-10-31,2G0,13,1478
2022-11-28,2G0,13,1506
2022-12-28,2G0,13,1755
2023-02-06,2G0,13,2133
2022-05-04,2G0,14,603
2022-06-02,2G0,14,702
2022-06-30,2G0,14,904
2022-07-30,2G0,14,977
2022-08-15,2G0,14,1014
2022-09-01,2G0,14,1034
2022-09-28,2G0,14,1084
2022-10-31,2G0,14,1276
2022-11-28,2G0,14,1298
2022-12-28,2G0,14,1522
2023-02-06,2G0,14,1877
2022-05-04,2G0,15,479
2022-06-02,2G0,15,563
2022-06-30,2G0,15,735
2022-07-30,2G0,15,800
2022-08-15,2G0,15,834
2022-09-01,2G0,15,849
2022-09-28,2G0,15,887
2022-10-31,2G0,15,1064
2022-11-28,2G0,15,1088
2022-12-28,2G0,15,1298
