date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-01-17,2C0,3,33_51_86,3651,3
2022-02-03,2C0,12,27_34_35_41,3823,4
2022-02-19,2C0,1,83,4293,1
2022-03-04,2C0,1,44_121,4514,2
2022-03-15,2C0,8,37_49_96_100,4622,4
2022-03-21,2C0,11,19_35_117,4624,3
2022-03-23,2C0,19,58_73_80,4489,3
2022-04-01,2C0,5,86_87,5000,2
2022-04-03,2C0,2,26_52_67,4212,3
2022-04-03,2C0,16,65_105,4776,2
2022-04-07,2C0,1,2_19,5117,2
2022-04-22,2C0,1,14_94,5378,2
2022-04-22,2C0,6,46_47_108,5192,3
2022-04-29,2C0,8,51_89_96,5391,3
2022-04-29,2C0,17,58_65_119,5244,3
2022-05-04,2C0,1,70_93,5607,2
2022-05-06,2C0,11,17_45_48,5450,3
2022-05-13,2C0,5,18_89,5772,2
2022-05-15,2C0,16,63,5527,1
2022-05-15,2C0,17,121,5551,1
2022-05-18,2C0,8,36_77,5764,2
2022-05-24,2C0,8,39_47_104,5878,3
2022-05-28,2C0,1,6_24_59,6072,3
2022-05-28,2C0,13,57_59_77,5896,3
2022-05-31,2C0,6,48_75_106,5977,3
2022-06-01,2C0,10,11_38_83,6113,3
2022-06-07,2C0,12,28_42_87,6094,3
2022-06-11,2C0,2,25_27_69_108,5531,4
2022-06-11,2C0,14,10_44_58,6192,3
2022-06-17,2C0,1,11_23_42,6438,3
2022-06-17,2C0,19,46_66_83,6033,3
2022-06-18,2C0,12,24_90_99,6294,3
2022-06-20,2C0,3,49_74_86,6575,3
2022-07-01,2C0,16,107_112,6367,2
2022-07-06,2C0,1,104_118,6698,2
2022-07-06,2C0,8,4_10_102,6647,3
2022-07-07,2C0,9,25_29_45,6649,3
2022-07-12,2C0,2,22_111,6044,2
2022-07-19,2C0,11,43_52_109,6755,3
2022-07-23,2C0,16,55_98,6652,2
2022-07-25,2C0,10,30_32_86_92,6975,4
2022-08-03,2C0,1,40_59_92,7029,3
2022-08-03,2C0,5,40_85,7163,2
2022-08-03,2C0,6,21_40,7000,2
2022-08-03,2C0,11,100_107,6902,2
2022-08-03,2C0,12,10_30_120,6960,3
2022-08-03,2C0,13,14_63_75,6932,3
2022-08-03,2C0,17,26_42_63_65,6881,4
2022-08-05,2C0,8,58_79_87,7042,3
2022-08-05,2C0,11,89_90,6934,2
2022-08-05,2C0,18,26_28_87_119,6921,4
2022-08-08,2C0,1,26_51_96,7076,3
2022-08-08,2C0,15,23_96_118,6918,3
2022-08-13,2C0,5,34_119,7310,2
2022-08-19,2C0,3,41_43_54_68,7434,4
2022-08-19,2C0,4,57_59_94_96,6147,4
2022-08-24,2C0,14,9_12_13,7234,3
