date,oven_id,layer_id,lamp_id,anomaly_accumulation_hour,anomaly_total_number
2022-02-17,2D0,11,40_43_50,3821,3
2022-02-19,2D0,4,3_78_111,3664,3
2022-03-31,2D0,1,30_32_49_84,4899,4
2022-04-09,2D0,11,38_115,4578,2
2022-04-18,2D0,11,54_119,4719,2
2022-04-20,2D0,4,102_107_45_73_71_109,5228,6
2022-04-24,2D0,7,14_94_108,5174,3
2022-04-26,2D0,2,86_88_93,5419,3
2022-05-24,2D0,13,14_41_90_92_103,5440,5
2022-05-28,2D0,18,73_101_107_121,5342,4
2022-05-31,2D0,1,17_21_82,6113,3
2022-06-08,2D0,4,55_85_104,6129,3
2022-07-07,2D0,15,50_63_98_100,6162,4
2022-07-07,2D0,17,9_72_109,5900,3
2022-07-23,2D0,18,19_60_92_103_105,6152,5
2022-07-25,2D0,5,52_74_79_81_83_85,6834,6
2022-07-27,2D0,11,17_19_26_94_119_121,6383,6
2022-08-13,2D0,17,58_70_85,6249,3
2022-08-19,2D0,19,18_23_95_104_106,6410,5
2022-08-27,2D0,7,67_96,7137,2
2022-08-27,2D0,11,17_79,6665,2
2022-08-30,2D0,1,14_15_16_19_81,7455,5
2022-08-30,2D0,16,13_50_39_52_108,6673,5
2022-09-05,2D0,8,44_53_56,7244,3
2022-09-09,2D0,11,16_43_56_121,6792,4
2022-09-12,2D0,4,42_73_104,7464,3
2022-09-19,2D0,11,62_109_117,6923,3
2022-09-19,2D0,14,12_87_89_122,6774,4
2022-09-30,2D0,12,58_93_111,7309,3
2022-10-05,2D0,3,4_91_97_115,7985,4
2022-10-05,2D0,7,66_98,7706,2
2022-10-10,2D0,1,21_36,7934,2
2022-10-10,2D0,4,1_67_96,6954,3
2022-10-10,2D0,5,22_121,8131,2
2022-10-10,2D0,6,44_77_111,7952,3
2022-10-10,2D0,7,64_111,8201,2
2022-10-10,2D0,17,10_51_72,7783,3
2022-10-10,2D0,6,51_67_69_89_101_120,7932,6
2022-10-10,2D0,9,36_94_96_100_107,7682,5
2022-10-10,2D0,11,13_72_121,7091,3
2022-10-10,2D0,13,5_16_43_83,7341,4
2022-10-11,2D0,2,15_70_85_121,8072,4
2022-10-13,2D0,1,23_60_96,8140,3
2022-10-13,2D0,5,56_96_111,7909,3
2022-10-13,2D0,16,44_58_120,7268,3
2022-10-13,2D0,17,57_58,7011,2
2022-10-13,2D0,18,79_87_117,7140,3
2022-10-13,2D0,19,13_16_112,7112,3
2022-10-14,2D0,12,56_102,7512,2
2022-10-19,2D0,4,1_98,8001,2
2022-10-19,2D0,11,39,7183,1
2022-10-19,2D0,15,100_112,7407,2
2022-10-20,2D0,6,45_67_108_117,8044,4
2022-10-20,2D0,11,79,7207,1
2022-10-31,2D0,8,114,7996,1
2022-10-31,2D0,11,83_119,7246,2
2022-10-31,2D0,18,8_13_112,7367,3
2022-11-02,2D0,1,26_65_86,8411,3
2022-11-02,2D0,11,28,7267,1
2022-11-02,2D0,14,1_83,7415,2
2022-11-09,2D0,2,6_10_86_88,8431,4
2022-11-09,2D0,3,8_91_92,8465,3
2022-11-09,2D0,11,78,7286,1
2022-11-11,2D0,8,53_107,8159,2
2022-11-11,2D0,17,25_58,7421,2
2022-11-16,2D0,4,27_81_83,8377,3
2022-11-16,2D0,9,51_84_89,8745,3
2022-11-16,2D0,11,30_108,7352,2
2022-11-18,2D0,5,82_102,8675,2
2022-11-18,2D0,19,26_68_44,8167,3
2022-11-21,2D0,1,19_47_58,8666,3
2022-11-21,2D0,8,15_87,8255,2
2022-11-21,2D0,11,32,7418,1
2022-11-21,2D0,14,17,7626,1
2022-11-21,2D0,18,6_81_104,7668,3
2022-11-28,2D0,6,10_49_67_69_85,8606,5
2022-12-05,2D0,4,79_104,8610,2
2022-12-05,2D0,11,70,7582,1
2022-12-05,2D0,14,47_83,7748,2
